iter	MultiClass
506	0.916389545
507	0.9160605586
508	0.9156980272
509	0.9152093156
510	0.9146498345
511	0.9140284274
512	0.9134029665
513	0.912829748
514	0.912121263
515	0.9114503097
516	0.9108602095
517	0.9098213935
518	0.9092180873
519	0.9088404155
520	0.9082211616
521	0.9076167802
522	0.9071974427
523	0.9068461483
524	0.9062438908
525	0.9053739203
526	0.9048636714
527	0.9044837549
528	0.9038732558
529	0.9032965736
530	0.9025565609
531	0.9016361929
532	0.9011435454
533	0.9006861893
534	0.9001931779
535	0.8993978384
536	0.8987443062
537	0.8983512815
538	0.8976741483
539	0.8972228259
540	0.8965335585
541	0.8954396485
542	0.8947751252
543	0.8942874388
544	0.8937603569
545	0.8931224759
546	0.8925557452
547	0.8917548055
548	0.8913033467
549	0.8907327766
550	0.8900617112
551	0.8896811298
552	0.8889347139
553	0.8885053641
554	0.8880121202
555	0.8875830601
556	0.8866672444
557	0.8860015319
558	0.8852662139
559	0.8848307122
560	0.8841298204
561	0.8837061414
562	0.8828811519
563	0.8824043124
564	0.8817606278
565	0.8811108933
566	0.8806859771
567	0.8799646475
568	0.8793166986
569	0.8786095312
570	0.8781783208
571	0.8774207806
572	0.8769621906
573	0.8762441074
574	0.8757200408
575	0.8752030896
576	0.874465747
577	0.8738291049
578	0.8733509786
579	0.8723926666
580	0.8720022228
581	0.8715663566
582	0.8707957549
583	0.8705001068
584	0.869886574
585	0.8692629748
586	0.8688237784
587	0.8683963248
588	0.8679043301
589	0.8674068677
590	0.8670094424
591	0.8663734241
592	0.8656903665
593	0.8652945138
594	0.865020054
595	0.8647018721
596	0.8641340048
597	0.8635934722
598	0.8628372013
599	0.862134325
600	0.8611379092
601	0.8607860142
602	0.8599570695
603	0.8590921354
604	0.8586495824
605	0.8583542985
606	0.8576545082
607	0.8571983929
608	0.856775497
609	0.8565264027
610	0.8560010626
611	0.8557421889
612	0.8552741964
613	0.8548485426
614	0.8540966072
615	0.8535280892
616	0.8529281648
617	0.852274837
618	0.8519666421
619	0.8515634404
620	0.8511522133
621	0.8507352558
622	0.8498873455
623	0.8491584066
624	0.8486390098
625	0.8482091592
626	0.8476006314
627	0.8470348177
628	0.8464215658
629	0.8460368865
630	0.8453777455
631	0.8448710412
632	0.844416459
633	0.8440493438
634	0.8433884405
635	0.8425048067
636	0.8419883832
637	0.841335537
638	0.8406008151
639	0.8404015575
640	0.8397083554
641	0.8390441068
642	0.8383142119
643	0.8378143727
644	0.8370695479
645	0.8363364403
646	0.8353672952
647	0.8348831402
648	0.8344358236
649	0.834237447
650	0.8338413412
651	0.8336401867
652	0.8330625324
653	0.8325545137
654	0.8320614804
655	0.8314325557
656	0.8306005558
657	0.8302948873
658	0.8298272761
659	0.8293907536
660	0.8285061408
661	0.828101505
662	0.8277060138
663	0.8272210831
664	0.8268930052
665	0.8263677329
666	0.8256959285
667	0.8251464504
668	0.8246472613
669	0.8243693748
670	0.8236383129
671	0.8229264469
672	0.82244676
673	0.8221686644
674	0.8216165014
675	0.8211141677
676	0.8207327916
677	0.8203959712
678	0.8200543081
679	0.8193588402
680	0.8190420509
681	0.8185166252
682	0.8180856758
683	0.817333384
684	0.8169745099
685	0.81664425
686	0.8162134225
687	0.8154645113
688	0.8152285243
689	0.8147936674
690	0.8143386847
691	0.8139992387
692	0.8135111895
693	0.8130384034
694	0.8122790863
695	0.8117316799
696	0.8112230189
697	0.8105790625
698	0.8099363904
699	0.8094097719
700	0.8090167179
701	0.8085586775
702	0.808269743
703	0.8077483142
704	0.8071486163
705	0.8067501008
706	0.8062015361
707	0.8056046329
708	0.805274759
709	0.8048596451
710	0.8043840372
711	0.8041692212
712	0.8037002447
713	0.8035594567
714	0.8027296397
715	0.8021505662
716	0.8014883308
717	0.8005941611
718	0.8001648008
719	0.7997436203
720	0.7992584651
721	0.7988971497
722	0.798508748
723	0.7980755531
724	0.7976526483
725	0.7969670435
726	0.7967242948
727	0.7963687898
728	0.7960152242
729	0.7952555467
730	0.7948139953
731	0.7945028798
732	0.7940894023
733	0.7935424306
734	0.7928722379
735	0.7925469942
736	0.7920532134
737	0.7914184092
738	0.7908159464
739	0.7903807391
740	0.7899951889
741	0.7894878838
742	0.789008871
743	0.7884292488
744	0.7879839297
745	0.7875157871
746	0.7869226478
747	0.7864400416
748	0.785915344
749	0.7854032159
750	0.7850189178
751	0.7844011947
752	0.7841772518
753	0.7833807121
754	0.7830630259
755	0.7824183557
756	0.7819366698
757	0.7815623935
758	0.7809410048
759	0.7804787784
760	0.7797656111
761	0.7793007218
762	0.7787179087
763	0.7782265375
764	0.7777162516
765	0.7772859748
766	0.7769782871
767	0.7766411551
768	0.7760327272
769	0.7756058337
770	0.7752099684
771	0.7749072999
772	0.7746312227
773	0.7742553005
774	0.7736027321
775	0.7730610298
776	0.7726854446
777	0.7722117371
778	0.7719324704
779	0.7715035361
780	0.7709431615
781	0.7705378617
782	0.7701236291
783	0.7696013539
784	0.769213988
785	0.7688404788
786	0.7682404424
787	0.7677983873
788	0.7672106154
789	0.7664993639
790	0.7660709794
791	0.765290546
792	0.7649461939
793	0.7646357812
794	0.7642531212
795	0.7636945856
796	0.7630402481
797	0.7627623498
798	0.7623154245
799	0.7619861225
800	0.7612888932
801	0.7607986786
802	0.7604750598
803	0.7596973707
804	0.7590199302
805	0.7583664934
806	0.7577728312
807	0.7572886696
808	0.7566999208
809	0.7561675816
810	0.7558902484
811	0.7553263325
812	0.7550089244
813	0.7546023731
814	0.7541885764
815	0.7536241326
816	0.7531115749
817	0.7527933504
818	0.752223278
819	0.7519388854
820	0.7514570335
821	0.7506278333
822	0.7502220084
823	0.7495689973
824	0.7492627699
825	0.7488304229
826	0.7484139816
827	0.748204995
828	0.7476066441
829	0.7471207547
830	0.7467176953
831	0.7461668867
832	0.7455702619
833	0.7451224011
834	0.7446268368
835	0.7441720393
836	0.7437289302
837	0.7433834511
838	0.7428257075
839	0.7419616469
840	0.741624836
841	0.7413973384
842	0.7409248259
843	0.7405339649
844	0.7401849481
845	0.7396723459
846	0.7393867169
847	0.7384503309
848	0.7377974596
849	0.7371771573
850	0.736554317
851	0.7362357276
852	0.7359121884
853	0.7353740164
854	0.7350444176
855	0.7346919184
856	0.7340243138
857	0.7335425015
858	0.733042029
859	0.7324255081
860	0.7320390508
861	0.7314324442
862	0.7312707443
863	0.7308225679
864	0.7302440595
865	0.7300105064
866	0.7297704103
867	0.7290525893
868	0.7286444196
869	0.7283398279
870	0.7278822869
871	0.7275697633
872	0.7273596161
873	0.7268437749
874	0.7265021995
875	0.7262170134
876	0.7258324328
877	0.7251250799
878	0.7245943583
879	0.7241626603
880	0.7237160824
881	0.7232558705
882	0.7226893964
883	0.7224038249
884	0.7218466267
885	0.7212683341
886	0.7208682745
887	0.7201216705
888	0.719732612
889	0.7194199713
890	0.7188749355
891	0.7185065064
892	0.7182030374
893	0.7176558934
894	0.7173965186
895	0.7170220434
896	0.7167897142
897	0.7164087905
898	0.7158205922
899	0.7154061013
900	0.7150142133
901	0.7143306152
902	0.713980625
903	0.7137888998
904	0.7135293043
905	0.7133492724
906	0.7130869284
907	0.712234137
908	0.7119321991
909	0.7113925907
910	0.7109151842
911	0.7101951013
912	0.7094977203
913	0.7090644015
914	0.7088185976
915	0.7083357631
916	0.7074369306
917	0.7069380493
918	0.7065436206
919	0.7060537334
920	0.705576393
921	0.7049366212
922	0.7043383419
923	0.70376587
924	0.7034967704
925	0.70327568
926	0.7028793098
927	0.7027223991
928	0.7019475519
929	0.7015897719
930	0.7013680465
931	0.7010395077
932	0.7004246644
933	0.7000004642
934	0.6996574896
935	0.6992840965
936	0.698852178
937	0.6981329613
938	0.6978192615
939	0.6973869294
940	0.6967262566
941	0.6965282603
942	0.6959483684
943	0.695550998
944	0.6952693619
945	0.6949690682
946	0.6944015101
947	0.6940868037
948	0.6936586432
949	0.6931646522
950	0.6930198742
951	0.6927626459
952	0.6923739028
953	0.6921234675
954	0.6915740429
955	0.6913192595
956	0.6909128324
957	0.6905544398
958	0.6903166391
959	0.6898572694
960	0.6896142742
961	0.6892450833
962	0.6889423532
963	0.6886169233
964	0.6882516069
965	0.6877862209
966	0.687437147
967	0.6868799334
968	0.686549556
969	0.6862585555
970	0.6856244493
971	0.6848001467
972	0.6843260185
973	0.6839118573
974	0.683529755
975	0.6831082261
976	0.682667495
977	0.6821096612
978	0.6817319042
979	0.6810888883
980	0.6808000207
981	0.680523927
982	0.6802756069
983	0.6799376335
984	0.6792724919
985	0.6788000615
986	0.6783766436
987	0.6781966123
988	0.6779162243
989	0.6775409556
990	0.6770984307
991	0.6764467496
992	0.6759050385
993	0.6757359329
994	0.6753001953
995	0.6749630729
996	0.6746085955
997	0.6741456839
998	0.6738213379
999	0.6734281836
